physical_acquisition_id,platform,acquired_utc,acquisition_local_date,relative_orbit,normalized_datatake_id,processing_baseline,generation_time,union_city_coverage_fraction,item_count,item_ids,mgrs_tiles
sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,sentinel-2b,2023-09-05T18:29:19.024000Z,2023-09-05,27,GS2B_20230905T182919_033944,05.10,2024-09-16T13:24:30Z,0.9999999999999992,2,S2B_MSIL2A_20230905T182919_R027_T11SLT_20240916T132430|S2B_MSIL2A_20230905T182919_R027_T11SLU_20240916T132430,11SLT|11SLU
sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,sentinel-2b,2023-09-15T18:30:09.024000Z,2023-09-15,27,GS2B_20230915T183009_034087,05.10,2024-11-05T12:00:39Z,0.9999999999999992,2,S2B_MSIL2A_20230915T183009_R027_T11SLT_20241105T120039|S2B_MSIL2A_20230915T183009_R027_T11SLU_20241105T120039,11SLT|11SLU
sentinel-2b|2023-09-25T18:30:29.024000Z|R27|GS2B_20230925T183029_034230,sentinel-2b,2023-09-25T18:30:29.024000Z,2023-09-25,27,GS2B_20230925T183029_034230,05.09,2023-09-26T01:10:52.456693Z,0.9999999999999992,2,S2B_MSIL2A_20230925T183029_R027_T11SLT_20230926T011052|S2B_MSIL2A_20230925T183029_R027_T11SLU_20230926T004032,11SLT|11SLU
sentinel-2b|2023-10-05T18:31:29.024000Z|R27|GS2B_20231005T183129_034373,sentinel-2b,2023-10-05T18:31:29.024000Z,2023-10-05,27,GS2B_20231005T183129_034373,05.09,2023-10-06T02:12:06.552623Z,0.9999999999999992,2,S2B_MSIL2A_20231005T183129_R027_T11SLT_20231006T021200|S2B_MSIL2A_20231005T183129_R027_T11SLU_20231006T021206,11SLT|11SLU
sentinel-2b|2024-03-13T18:30:39.024000Z|R27|GS2B_20240313T183039_036661,sentinel-2b,2024-03-13T18:30:39.024000Z,2024-03-13,27,GS2B_20240313T183039_036661,05.10,2024-03-13T23:12:25.949158Z,0.9999999999999992,2,S2B_MSIL2A_20240313T183039_R027_T11SLT_20240313T230715|S2B_MSIL2A_20240313T183039_R027_T11SLU_20240313T231225,11SLT|11SLU
sentinel-2b|2024-03-23T18:29:29.024000Z|R27|GS2B_20240323T182929_036804,sentinel-2b,2024-03-23T18:29:29.024000Z,2024-03-23,27,GS2B_20240323T182929_036804,05.10,2024-03-23T23:18:18.213704Z,0.9999999999999992,2,S2B_MSIL2A_20240323T182929_R027_T11SLT_20240323T231814|S2B_MSIL2A_20240323T182929_R027_T11SLU_20240323T231818,11SLT|11SLU
sentinel-2b|2024-04-02T18:29:19.024000Z|R27|GS2B_20240402T182919_036947,sentinel-2b,2024-04-02T18:29:19.024000Z,2024-04-02,27,GS2B_20240402T182919_036947,05.10,2024-04-02T23:54:37.546656Z,0.9999999999999992,2,S2B_MSIL2A_20240402T182919_R027_T11SLT_20240402T235432|S2B_MSIL2A_20240402T182919_R027_T11SLU_20240402T235437,11SLT|11SLU
sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,sentinel-2b,2024-04-12T18:29:19.024000Z,2024-04-12,27,GS2B_20240412T182919_037090,05.10,2024-04-13T00:13:30.784039Z,0.9999999999999992,2,S2B_MSIL2A_20240412T182919_R027_T11SLT_20240413T001330|S2B_MSIL2A_20240412T182919_R027_T11SLU_20240412T234353,11SLT|11SLU
sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,sentinel-2b,2024-04-22T18:29:19.024000Z,2024-04-22,27,GS2B_20240422T182919_037233,05.10,2024-04-23T00:18:12.460984Z,0.9999999999999992,2,S2B_MSIL2A_20240422T182919_R027_T11SLT_20240423T001759|S2B_MSIL2A_20240422T182919_R027_T11SLU_20240423T001812,11SLT|11SLU
sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,sentinel-2b,2024-05-02T18:29:19.024000Z,2024-05-02,27,GS2B_20240502T182919_037376,05.10,2024-05-02T23:54:43.836880Z,0.9999999999999992,2,S2B_MSIL2A_20240502T182919_R027_T11SLT_20240502T235025|S2B_MSIL2A_20240502T182919_R027_T11SLU_20240502T235443,11SLT|11SLU
sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,sentinel-2b,2024-05-12T18:29:19.024000Z,2024-05-12,27,GS2B_20240512T182919_037519,05.10,2024-05-13T00:23:38.966628Z,0.9999999999999992,2,S2B_MSIL2A_20240512T182919_R027_T11SLT_20240513T002330|S2B_MSIL2A_20240512T182919_R027_T11SLU_20240513T002338,11SLT|11SLU
sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,sentinel-2b,2024-05-22T18:29:19.024000Z,2024-05-22,27,GS2B_20240522T182919_037662,05.10,2024-05-23T00:21:29.208037Z,0.9999999999999992,2,S2B_MSIL2A_20240522T182919_R027_T11SLT_20240522T232706|S2B_MSIL2A_20240522T182919_R027_T11SLU_20240523T002129,11SLT|11SLU
sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,sentinel-2b,2024-06-01T18:29:19.024000Z,2024-06-01,27,GS2B_20240601T182919_037805,05.10,2024-06-01T23:15:58.362262Z,0.9999999999999992,2,S2B_MSIL2A_20240601T182919_R027_T11SLT_20240601T231436|S2B_MSIL2A_20240601T182919_R027_T11SLU_20240601T231558,11SLT|11SLU
sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,sentinel-2b,2024-06-11T18:29:19.024000Z,2024-06-11,27,GS2B_20240611T182919_037948,05.10,2024-06-11T23:26:48.921373Z,0.9999999999999992,2,S2B_MSIL2A_20240611T182919_R027_T11SLT_20240611T232648|S2B_MSIL2A_20240611T182919_R027_T11SLU_20240611T232452,11SLT|11SLU
sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,sentinel-2b,2024-06-21T18:29:19.024000Z,2024-06-21,27,GS2B_20240621T182919_038091,05.10,2024-06-22T01:20:25.607683Z,0.9999999999999992,2,S2B_MSIL2A_20240621T182919_R027_T11SLT_20240622T012025|S2B_MSIL2A_20240621T182919_R027_T11SLU_20240622T010751,11SLT|11SLU
sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,sentinel-2b,2024-07-01T18:29:19.024000Z,2024-07-01,27,GS2B_20240701T182919_038234,05.10,2024-07-02T01:21:40.981796Z,0.9999999999999992,2,S2B_MSIL2A_20240701T182919_R027_T11SLT_20240702T012047|S2B_MSIL2A_20240701T182919_R027_T11SLU_20240702T012140,11SLT|11SLU
sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,sentinel-2b,2024-07-11T18:29:19.024000Z,2024-07-11,27,GS2B_20240711T182919_038377,05.10,2024-07-12T02:33:34.759001Z,0.9999999999999992,2,S2B_MSIL2A_20240711T182919_R027_T11SLT_20240712T022818|S2B_MSIL2A_20240711T182919_R027_T11SLU_20240712T023334,11SLT|11SLU
sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,sentinel-2b,2024-07-21T18:29:19.024000Z,2024-07-21,27,GS2B_20240721T182919_038520,05.10,2024-07-21T23:57:23.997940Z,0.9999999999999992,2,S2B_MSIL2A_20240721T182919_R027_T11SLT_20240721T235723|S2B_MSIL2A_20240721T182919_R027_T11SLU_20240721T235642,11SLT|11SLU
sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,sentinel-2b,2024-07-31T18:29:19.024000Z,2024-07-31,27,GS2B_20240731T182919_038663,05.11,2024-07-31T22:02:20Z,0.9999999999999992,2,S2B_MSIL2A_20240731T182919_R027_T11SLT_20240731T220220|S2B_MSIL2A_20240731T182919_R027_T11SLU_20240731T220220,11SLT|11SLU
sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,sentinel-2b,2024-08-10T18:29:19.024000Z,2024-08-10,27,GS2B_20240810T182919_038806,05.11,2024-08-10T22:45:14Z,0.9999999999999992,2,S2B_MSIL2A_20240810T182919_R027_T11SLT_20240810T224514|S2B_MSIL2A_20240810T182919_R027_T11SLU_20240810T224514,11SLT|11SLU
sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,sentinel-2b,2024-08-20T18:29:19.024000Z,2024-08-20,27,GS2B_20240820T182919_038949,05.11,2024-08-20T23:41:53Z,0.9657018024653832,2,S2B_MSIL2A_20240820T182919_R027_T11SLT_20240820T234153|S2B_MSIL2A_20240820T182919_R027_T11SLU_20240820T234153,11SLT|11SLU
sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,sentinel-2b,2024-08-30T18:29:19.024000Z,2024-08-30,27,GS2B_20240830T182919_039092,05.11,2024-08-30T23:55:32Z,0.9999999999999992,2,S2B_MSIL2A_20240830T182919_R027_T11SLT_20240830T235532|S2B_MSIL2A_20240830T182919_R027_T11SLU_20240830T235532,11SLT|11SLU
sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,sentinel-2b,2024-09-09T18:29:19.024000Z,2024-09-09,27,GS2B_20240909T182919_039235,05.11,2024-09-09T22:48:20Z,0.9999999999999992,2,S2B_MSIL2A_20240909T182919_R027_T11SLT_20240909T224820|S2B_MSIL2A_20240909T182919_R027_T11SLU_20240909T224820,11SLT|11SLU
sentinel-2b|2024-09-29T18:30:59.024000Z|R27|GS2B_20240929T183059_039521,sentinel-2b,2024-09-29T18:30:59.024000Z,2024-09-29,27,GS2B_20240929T183059_039521,05.11,2024-09-29T22:37:49Z,0.9999999999999992,2,S2B_MSIL2A_20240929T183059_R027_T11SLT_20240929T223749|S2B_MSIL2A_20240929T183059_R027_T11SLU_20240929T223749,11SLT|11SLU
sentinel-2b|2024-10-09T18:31:49.024000Z|R27|GS2B_20241009T183149_039664,sentinel-2b,2024-10-09T18:31:49.024000Z,2024-10-09,27,GS2B_20241009T183149_039664,05.11,2024-10-09T22:22:57Z,0.9999999999999992,2,S2B_MSIL2A_20241009T183149_R027_T11SLT_20241009T222257|S2B_MSIL2A_20241009T183149_R027_T11SLU_20241009T222257,11SLT|11SLU
sentinel-2b|2024-10-19T18:33:09.024000Z|R27|GS2B_20241019T183309_039807,sentinel-2b,2024-10-19T18:33:09.024000Z,2024-10-19,27,GS2B_20241019T183309_039807,05.11,2024-10-19T22:08:25Z,0.9999999999999992,2,S2B_MSIL2A_20241019T183309_R027_T11SLT_20241019T220825|S2B_MSIL2A_20241019T183309_R027_T11SLU_20241019T220825,11SLT|11SLU
